kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,ra,dec
10797460,K00752.01,Kepler-227 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.48803557,2.78E-05,-2.78E-05,170.53875,2.16E-03,-2.16E-03,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,6.16E+02,1.95E+01,-1.95E+01,0.022344,8.32E-04,-5.28E-04,2.26,2.60E-01,-1.50E-01,35.8,291.93423,48.141651
10797460,K00752.02,Kepler-227 c,CONFIRMED,CANDIDATE,0.969,0,0,0,0,54.4183827,2.48E-04,-2.48E-04,162.51384,3.52E-03,-3.52E-03,0.586,0.059,-0.443,4.507,0.116,-0.116,8.75E+02,3.55E+01,-3.55E+01,0.027954,9.08E-03,-1.35E-03,2.83,3.20E-01,-1.90E-01,25.8,291.93423,48.141651
10811496,K00753.01,,CANDIDATE,CANDIDATE,0,0,0,0,0,19.89913995,1.49E-05,-1.49E-05,175.850252,5.81E-04,-5.81E-04,0.969,5.126,-0.077,1.7822,0.0341,-0.0341,1.08E+04,1.71E+02,-1.71E+02,0.154046,5.03E+00,-4.22E-02,14.6,3.92E+00,-1.31E+00,76.3,297.00482,48.134129
10848459,K00754.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.736952453,2.63E-07,-2.63E-07,170.307565,1.15E-04,-1.15E-04,1.276,0.115,-0.092,2.40641,0.00537,-0.00537,8.08E+03,1.28E+01,-1.28E+01,0.387394,1.09E-01,-8.50E-02,33.46,8.50E+00,-2.83E+00,505.6,285.53461,48.28521
10854555,K00755.01,Kepler-664 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.525591777,3.76E-06,-3.76E-06,171.59555,1.13E-03,-1.13E-03,0.701,0.235,-0.478,1.6545,0.042,-0.042,6.03E+02,1.69E+01,-1.69E+01,0.024064,3.75E-03,-1.52E-03,2.75,8.80E-01,-3.50E-01,40.9,288.75488,48.2262
10872983,K00756.01,Kepler-228 d,CONFIRMED,CANDIDATE,1,0,0,0,0,11.09432054,2.04E-05,-2.04E-05,171.20116,1.41E-03,-1.41E-03,0.538,0.03,-0.428,4.5945,0.061,-0.061,1.52E+03,2.42E+01,-2.42E+01,0.036779,5.12E-03,-1.07E-03,3.9,1.27E+00,-4.20E-01,66.5,296.28613,48.22467
10872983,K00756.02,Kepler-228 c,CONFIRMED,CANDIDATE,1,0,0,0,0,4.13443512,1.05E-05,-1.05E-05,172.97937,1.90E-03,-1.90E-03,0.762,0.139,-0.532,3.1402,0.0673,-0.0673,6.86E+02,1.87E+01,-1.87E+01,0.026133,1.97E-03,-2.06E-03,2.77,9.00E-01,-3.00E-01,40.2,296.28613,48.22467
10872983,K00756.03,Kepler-228 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,2.56658897,1.78E-05,-1.78E-05,179.55437,4.61E-03,-4.61E-03,0.755,0.212,-0.523,2.429,0.165,-0.165,2.27E+02,1.68E+01,-1.68E+01,0.014983,3.94E-03,-1.42E-03,1.59,5.20E-01,-1.70E-01,15,296.28613,48.22467
6721123,K00114.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,7.36178958,2.13E-05,-2.13E-05,132.25053,2.53E-03,-2.53E-03,1.169,7.133,-0.044,5.022,0.136,-0.136,2.34E+02,5.80E+00,-5.80E+00,0.183387,7.13E+00,-4.31E-02,39.21,6.45E+00,-9.67E+00,47.7,298.86435,42.151569
10910878,K00757.01,Kepler-229 c,CONFIRMED,CANDIDATE,1,0,0,0,0,16.06864674,1.09E-05,-1.09E-05,173.621937,5.17E-04,-5.17E-04,0.052,0.262,-0.052,3.5347,0.0241,-0.0241,4.91E+03,3.33E+01,-3.33E+01,0.062161,9.13E-04,-4.28E-04,5.76,2.20E-01,-4.90E-01,161.9,286.99948,48.37579
11446443,K00001.01,Kepler-1 b,CONFIRMED,CANDIDATE,0.811,0,0,0,0,2.470613377,2.70E-08,-2.70E-08,122.763305,8.70E-06,-8.70E-06,0.818,0.001,-0.001,1.74319,0.00107,-0.00107,1.42E+04,4.20E+00,-4.20E+00,0.123871,5.10E-05,-7.10E-05,13.04,5.10E-01,-5.10E-01,4304.3,286.80847,49.316399
10666592,K00002.01,Kepler-2 b,CONFIRMED,CANDIDATE,1,0,1,0,0,2.204735417,4.30E-08,-4.30E-08,121.3585417,1.60E-05,-1.60E-05,0.224,0.159,-0.216,3.88864,0.00203,-0.00203,6.67E+03,1.70E+00,-1.70E+00,0.075522,2.98E-04,-3.50E-04,16.1,8.10E-01,-9.10E-01,5945.9,292.24728,47.969521
6922244,K00010.01,Kepler-8 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.522498429,1.98E-07,-1.98E-07,121.1194228,4.71E-05,-4.71E-05,0.631,0.007,-0.007,3.19843,0.00653,-0.00653,9.15E+03,6.60E+00,-6.60E+00,0.092086,1.41E-04,-1.77E-04,14.59,1.11E+00,-1.11E+00,1741.5,281.28812,42.45108
10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,1,0,0,0,0,3.709214104,6.54E-06,-6.54E-06,133.98318,1.43E-03,-1.43E-03,0.051,0.395,-0.051,2.6302,0.0427,-0.0427,1.31E+02,3.00E+00,-3.00E+00,0.010424,3.18E-04,-1.47E-04,1.16,1.70E-01,-1.20E-01,50.6,295.64871,48.49556
10419211,K00742.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,11.52144606,1.98E-06,-1.98E-06,170.839688,1.31E-04,-1.31E-04,2.483,2.851,-0.673,3.6399,0.0114,-0.0114,1.80E+04,3.19E+01,-3.19E+01,1.625358,2.85E+00,-6.63E-01,150.51,3.98E+01,-1.33E+01,622.1,297.07993,47.597401
10464078,K00743.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19.40393776,2.07E-05,-2.07E-05,172.484253,8.42E-04,-8.42E-04,0.804,0.007,-0.005,12.2155,0.0598,-0.0598,8.92E+03,5.33E+01,-5.33E+01,0.096729,5.33E-04,-5.32E-04,7.18,7.60E-01,-6.80E-01,214.7,289.25821,47.635319
10480982,K00744.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19.22138894,1.12E-06,-1.12E-06,184.5521637,4.50E-05,-4.50E-05,1.065,0.031,-0.034,4.79843,0.00235,-0.00235,7.43E+04,2.19E+01,-2.19E+01,0.476633,2.45E-02,-2.77E-02,49.29,1.60E+01,-5.00E+00,2317,295.81454,47.69035
10485250,K00745.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,16.46983774,1.36E-05,-1.36E-05,180.881761,6.23E-04,-6.23E-04,0.292,0.118,-0.101,9.4378,0.06,-0.06,1.05E+04,3.99E+01,-3.99E+01,0.092509,5.98E-04,-1.11E-03,7.94,8.90E-01,-8.90E-01,303.4,297.15442,47.668701
10526549,K00746.01,Kepler-660 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.27358173,1.04E-05,-1.04E-05,173.258155,8.77E-04,-8.77E-04,0.387,0.004,-0.386,3.2875,0.0309,-0.0309,1.29E+03,1.68E+01,-1.68E+01,0.032563,3.06E-03,-6.30E-04,2.47,2.00E-01,-2.40E-01,87.2,288.13824,47.724449
10583066,K00747.01,Kepler-661 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.02930329,5.51E-06,-5.51E-06,171.602959,7.13E-04,-7.13E-04,0.258,0.196,-0.258,1.5821,0.0311,-0.0311,1.91E+03,3.44E+01,-3.44E+01,0.038838,1.02E-03,-1.20E-03,2.85,2.60E-01,-1.50E-01,65.4,283.71088,47.86327
10583180,K00748.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,2.696370652,7.53E-06,-7.53E-06,170.73769,2.34E-03,-2.34E-03,0.044,0.36,-0.044,3.6129,0.0686,-0.0686,3.98E+02,9.50E+00,-9.50E+00,0.017673,5.51E-04,-3.11E-04,1.58,1.30E-01,-1.60E-01,48.2,283.76547,47.804298
10601284,K00749.01,Kepler-226 c,CONFIRMED,CANDIDATE,1,0,0,0,0,5.349553819,8.83E-06,-8.83E-06,171.80694,1.27E-03,-1.27E-03,0.092,0.369,-0.092,3.0278,0.0471,-0.0471,8.31E+02,1.48E+01,-1.48E+01,0.025706,8.45E-04,-4.53E-04,2.55,1.60E-01,-2.40E-01,60.6,292.37613,47.880989
10601284,K00749.02,Kepler-226 b,CONFIRMED,CANDIDATE,0.98,0,0,0,0,3.94105221,1.09E-05,-1.09E-05,136.08662,2.33E-03,-2.33E-03,0.226,0.243,-0.226,2.5984,0.0737,-0.0737,3.63E+02,1.39E+01,-1.39E+01,0.017105,7.03E-04,-5.57E-04,1.7,1.10E-01,-1.60E-01,28.9,292.37613,47.880989
10601284,K00749.03,Kepler-226 d,CONFIRMED,CANDIDATE,0.971,0,0,0,0,8.10904807,6.79E-05,-6.79E-05,132.8031,7.16E-03,-7.16E-03,0.025,0.425,-0.025,3.596,0.198,-0.198,2.17E+02,1.68E+01,-1.68E+01,0.013127,8.70E-04,-5.03E-04,1.3,9.00E-02,-1.20E-01,14.1,292.37613,47.880989
2306756,K00113.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,386.6030528,1.37E-04,-1.37E-04,166.342079,2.99E-04,-2.99E-04,0.9765,0.0497,-0.0268,6.8057,0.0184,-0.0184,2.49E+04,4.58E+01,-4.58E+01,0.240528,3.53E-02,-1.98E-02,41.5,1.68E+00,-1.68E+00,994,292.27374,37.671558
10662202,K00750.01,Kepler-662 b,CONFIRMED,CANDIDATE,1,0,0,0,0,21.67699193,7.01E-05,-7.01E-05,171.53594,2.58E-03,-2.58E-03,0.896,0.01,-0.663,3.4555,0.0656,-0.0656,8.57E+02,2.71E+01,-2.71E+01,0.032666,2.10E-05,-5.74E-03,2.95,1.20E-01,-2.30E-01,34.3,290.46512,47.92918
10682541,K00751.01,Kepler-663 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.99677968,1.39E-05,-1.39E-05,171.74208,2.19E-03,-2.19E-03,0.71,0.006,-0.533,2.1717,0.0762,-0.0762,9.35E+02,3.97E+01,-3.97E+01,0.030014,4.60E-03,-2.44E-03,2.78,5.20E-01,-2.30E-01,28.2,297.80826,47.946671
11460018,K00769.01,Kepler-671 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.280963604,6.14E-06,-6.14E-06,171.89659,1.15E-03,-1.15E-03,0.424,0.112,-0.356,2.875,0.042,-0.042,7.51E+02,1.41E+01,-1.41E+01,0.025377,1.41E-04,-9.35E-04,2.3,5.80E-01,-1.90E-01,61.8,294.26581,49.314091
11463211,K00770.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.50635409,4.70E-07,-4.70E-07,170.998064,2.46E-04,-2.46E-04,0.86,0.042,-0.125,1.5155,0.0483,-0.0483,2.21E+03,1.83E+01,-1.83E+01,0.049899,2.00E-03,-4.22E-03,4.53,1.01E+00,-4.40E-01,181.1,295.66522,49.351009
11465813,K00771.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,670.645531,1.24E-03,-1.24E-03,209.04355,1.57E-03,-1.57E-03,0.701,0.004,-0.005,53.412,0.131,-0.131,1.81E+04,3.35E+01,-3.35E+01,0.131705,2.42E-04,-3.26E-04,14.14,2.13E+00,-7.10E-01,642.7,296.69861,49.316479
11493732,K00772.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,61.2563628,1.56E-04,-1.56E-04,173.83826,2.09E-03,-2.09E-03,1.248,6.912,-0.067,7.633,0.105,-0.105,5.12E+03,7.06E+01,-7.06E+01,0.334628,6.82E+00,-6.24E-02,39.87,1.28E+01,-5.48E+00,85.3,283.72592,49.479519
11507101,K00773.01,Kepler-672 b,CONFIRMED,CANDIDATE,1,0,0,0,0,38.3775486,1.60E-04,-1.60E-04,172.82048,3.38E-03,-3.38E-03,0.468,0.461,-0.267,5.588,0.113,-0.113,7.24E+02,2.34E+01,-2.34E+01,0.024901,1.84E-04,-1.27E-03,2.82,3.70E-01,-3.40E-01,34.7,291.72202,49.480869
10910878,K00757.02,Kepler-229 d,CONFIRMED,CANDIDATE,0.992,0,0,0,0,41.19725502,9.35E-05,-9.35E-05,165.00404,1.71E-03,-1.71E-03,0.045,0.337,-0.045,4.6297,0.0633,-0.0633,2.21E+03,4.55E+01,-4.55E+01,0.041693,1.18E-03,-6.13E-04,3.86,1.50E-01,-3.30E-01,51.2,286.99948,48.37579
10910878,K00757.03,Kepler-229 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.252962249,9.58E-06,-9.58E-06,171.30126,1.17E-03,-1.17E-03,0.105,0.329,-0.105,2.5819,0.0426,-0.0426,1.04E+03,2.45E+01,-2.45E+01,0.028604,1.03E-03,-4.84E-04,2.65,1.00E-01,-2.30E-01,47.1,286.99948,48.37579
10987985,K00758.01,Kepler-665 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.01308419,4.85E-05,-4.85E-05,176.3608,2.43E-03,-2.43E-03,0.799,0.097,-0.551,3.2554,0.0791,-0.0791,1.12E+03,3.94E+01,-3.94E+01,0.034369,3.17E-03,-4.37E-03,3.1,3.40E-01,-3.10E-01,33.2,297.02563,48.478588
11018648,K00759.01,Kepler-230 b,CONFIRMED,CANDIDATE,1,0,0,0,0,32.62876672,5.80E-05,-5.80E-05,194.1019,1.38E-03,-1.38E-03,0.021,0.402,-0.021,4.7971,0.058,-0.058,1.80E+03,2.54E+01,-2.54E+01,0.03852,9.71E-04,-3.65E-04,3.36,7.60E-01,-3.30E-01,80,285.71854,48.505859
11018648,K00759.02,Kepler-230 c,CONFIRMED,CANDIDATE,0.978,0,0,0,0,91.7732862,7.52E-04,-7.52E-04,193.8378,6.43E-03,-6.43E-03,0.606,0.335,-0.4,6.473,0.204,-0.204,6.52E+02,3.62E+01,-3.62E+01,0.02432,7.05E-03,-1.22E-03,2.12,4.80E-01,-2.10E-01,19.1,285.71854,48.505859
11138155,K00760.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,4.959319244,5.15E-07,-5.15E-07,172.2585292,8.27E-05,-8.27E-05,0.831,0.016,-0.004,2.22739,0.0075,-0.0075,9.80E+03,2.00E+01,-2.00E+01,0.103379,1.25E-03,-7.40E-05,12.21,1.96E+00,-1.46E+00,696.5,292.16705,48.727589
11152159,K00761.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,2.701287801,5.63E-06,-5.63E-06,170.69579,1.64E-03,-1.64E-03,1.016,3.967,-0.059,3.3827,0.0892,-0.0892,8.60E+02,2.09E+01,-2.09E+01,0.06584,3.76E+00,-3.21E-02,6.54,1.64E+00,-7.50E-01,48.3,297.92365,48.777321
11153539,K00762.01,Kepler-666 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.49876511,1.78E-05,-1.78E-05,171.34905,3.00E-03,-3.00E-03,0.312,0.154,-0.312,3.7362,0.0934,-0.0934,4.60E+02,1.75E+01,-1.75E+01,0.019817,4.58E-04,-7.89E-04,2.1,6.50E-01,-2.20E-01,29.5,298.45685,48.791592
11242721,K00763.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19.65120951,5.86E-06,-5.86E-06,179.401981,2.49E-04,-2.49E-04,0.723,0.01,-0.02,5.2514,0.0179,-0.0179,1.18E+04,2.77E+01,-2.77E+01,0.106953,5.36E-04,-5.10E-05,12.42,3.92E+00,-1.69E+00,513.4,291.0939,48.933842
9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.412203927,3.05E-06,-3.05E-06,133.143089,4.68E-04,-4.68E-04,0.787,0.005,-0.565,2.9472,0.024,-0.024,6.02E+02,4.00E+00,-4.00E+00,0.024775,6.00E-05,-1.89E-03,2.94,4.30E-01,-3.80E-01,166.7,287.88733,46.276241
11304958,K00764.01,Kepler-667 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,41.43958662,7.56E-05,-7.56E-05,208.93203,1.42E-03,-1.42E-03,0.355,0.04,-0.355,10.5989,0.088,-0.088,2.79E+03,2.26E+01,-2.26E+01,0.048175,2.84E-04,-1.08E-03,5.5,1.57E+00,-9.60E-01,141.1,295.55505,49.017342
11391957,K00765.01,Kepler-668 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.35389523,1.52E-05,-1.52E-05,171.63257,1.33E-03,-1.33E-03,0.023,0.423,-0.023,2.2514,0.0518,-0.0518,1.04E+03,2.82E+01,-2.82E+01,0.029305,9.55E-04,-5.32E-04,2.52,5.40E-01,-2.40E-01,43.4,285.49924,49.277351
11403044,K00766.01,Kepler-669 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.125543472,3.13E-06,-3.13E-06,169.752585,6.13E-04,-6.13E-04,0.597,0.235,-0.367,3.1744,0.0362,-0.0362,1.49E+03,1.33E+01,-1.33E+01,0.036796,2.63E-03,-1.28E-03,4.43,1.44E+00,-5.10E-01,128.6,291.93616,49.253979
11414511,K00767.01,Kepler-670 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.816504904,1.65E-07,-1.65E-07,170.9676846,4.66E-05,-4.66E-05,0.105,0.264,-0.119,2.50587,0.00666,-0.00666,1.68E+04,1.10E+01,-1.10E+01,0.117059,1.83E-03,-2.97E-04,12.21,1.62E+00,-8.70E-01,1406.8,297.01547,49.225288
11442465,K00768.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,33.93373447,6.15E-05,-6.15E-05,186.67608,1.37E-03,-1.37E-03,0.812,0.006,-0.009,14.561,0.104,-0.104,8.50E+03,4.43E+01,-4.43E+01,0.095386,5.55E-04,-6.16E-04,7.34,9.00E-01,-6.00E-01,236.1,284.17233,49.360722
12110942,K00786.01,Kepler-680 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.689920099,8.98E-06,-8.98E-06,170.36571,1.91E-03,-1.91E-03,0.151,0.304,-0.151,2.6557,0.0677,-0.0677,4.27E+02,1.38E+01,-1.38E+01,0.018878,6.71E-04,-3.70E-04,1.89,5.40E-01,-2.00E-01,35.6,291.62241,50.61824
12366084,K00787.01,Kepler-232 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.431238488,6.11E-06,-6.11E-06,171.015,1.11E-03,-1.11E-03,0.405,0.041,-0.405,3.15,0.0423,-0.0423,1.01E+03,1.52E+01,-1.52E+01,0.02933,2.28E-04,-8.89E-04,3.25,4.70E-01,-2.50E-01,71.1,295.81616,51.121738
12366084,K00787.02,Kepler-232 c,CONFIRMED,CANDIDATE,1,0,0,0,0,11.37936986,2.42E-05,-2.42E-05,133.84992,1.83E-03,-1.83E-03,0.911,0.009,-0.656,2.6255,0.073,-0.073,1.02E+03,2.97E+01,-2.97E+01,0.035628,1.01E-04,-6.09E-03,3.95,5.70E-01,-3.10E-01,37.9,295.81616,51.121738
12404086,K00788.01,Kepler-681 b,CONFIRMED,CANDIDATE,1,0,0,0,0,26.39432897,5.72E-05,-5.72E-05,176.05459,1.76E-03,-1.76E-03,0.602,0.25,-0.396,3.573,0.0643,-0.0643,1.51E+03,3.63E+01,-3.63E+01,0.03681,4.20E-03,-1.90E-03,3.07,4.10E-01,-2.20E-01,48.2,289.39972,51.25032
8395660,K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,1,0,0,0,0,13.57078281,1.59E-05,-1.59E-05,136.279194,9.57E-04,-9.57E-04,0.866,0.015,-0.621,3.3539,0.0489,-0.0489,5.12E+02,6.30E+00,-6.30E+00,0.023908,4.13E-04,-2.63E-03,2.64,4.00E-01,-2.70E-01,88.4,300.86398,44.337551
9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.12594387,1.41E-05,-1.41E-05,139.00492,1.59E-03,-1.59E-03,0.898,0.013,-0.699,3.0014,0.0384,-0.0384,1.92E+02,4.40E+00,-4.40E+00,0.01512,3.23E-04,-2.19E-03,1.79,2.60E-01,-2.30E-01,47.1,287.88733,46.276241
11656840,K00774.01,,FALSE POSITIVE,FALSE POSITIVE,0.014,0,1,0,0,7.442652004,7.02E-07,-7.02E-07,169.9717797,7.32E-05,-7.32E-05,0.137,0.346,-0.224,2.3078,0.0129,-0.0129,2.44E+04,3.78E+01,-3.78E+01,0.143936,3.53E-03,-1.37E-03,15.03,4.73E+00,-1.58E+00,835.6,288.98682,49.733742
11754553,K00775.01,Kepler-52 c,CONFIRMED,CANDIDATE,1,0,0,0,0,16.38489988,5.22E-05,-5.22E-05,172.72782,2.48E-03,-2.48E-03,0.001,0.437,-0.001,3.0249,0.0798,-0.0798,1.13E+03,4.20E+01,-4.20E+01,0.029758,1.30E-03,-6.26E-04,2,9.00E-02,-1.00E-01,28.9,286.73804,49.97575
11754553,K00775.02,Kepler-52 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.8774163,1.49E-05,-1.49E-05,176.3759,1.47E-03,-1.47E-03,0.041,0.409,-0.041,2.0805,0.0517,-0.0517,1.31E+03,3.77E+01,-3.77E+01,0.03209,1.27E-03,-6.23E-04,2.16,9.00E-02,-1.10E-01,38.7,286.73804,49.97575
11754553,K00775.03,Kepler-52 d,CONFIRMED,CANDIDATE,1,0,0,0,0,36.4454001,1.81E-04,-1.81E-04,151.60125,3.92E-03,-3.92E-03,0.028,0.437,-0.028,4.007,0.126,-0.126,1.12E+03,5.34E+01,-5.34E+01,0.029681,1.41E-03,-1.09E-03,1.99,9.00E-02,-9.00E-02,21.7,286.73804,49.97575
11812062,K00776.01,Kepler-673 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.728732147,9.36E-07,-9.36E-07,171.793255,1.95E-04,-1.95E-04,0.558,0.13,-0.149,2.683,0.035,-0.035,5.23E+03,1.85E+01,-1.85E+01,0.068178,2.21E-03,-1.84E-03,6.02,1.22E+00,-5.20E-01,345.2,290.78574,50.054119
11818800,K00777.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,40.4195037,1.14E-04,-1.14E-04,173.56469,2.22E-03,-2.22E-03,0.911,5.567,-0.118,3.362,0.14,-0.14,6.26E+03,2.30E+02,-2.30E+02,0.088069,5.46E+00,-1.36E-02,7.51,1.12E+00,-9.10E-01,36.9,294.31686,50.080231
11853255,K00778.01,Kepler-674 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.243380573,2.67E-06,-2.67E-06,170.679233,9.00E-04,-9.00E-04,0.915,0.009,-0.63,1.1196,0.0384,-0.0384,8.22E+02,2.56E+01,-2.56E+01,0.032248,4.63E-04,-5.36E-03,1.99,1.00E-01,-1.20E-01,38.9,285.17621,50.149818
11909839,K00779.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.40599802,2.52E-06,-2.52E-06,177.197466,1.90E-04,-1.90E-04,0.324,0.061,-0.075,6.5036,0.0145,-0.0145,1.45E+04,2.24E+01,-2.24E+01,0.111248,5.54E-04,-7.73E-04,11.23,2.92E+00,-1.95E+00,745.2,289.23553,50.241001
11918099,K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.337437946,1.95E-06,-1.95E-06,171.761982,6.59E-04,-6.59E-04,0.28,0.189,-0.28,1.9982,0.0271,-0.0271,9.71E+02,1.37E+01,-1.37E+01,0.027998,7.20E-04,-6.65E-04,2.34,1.70E-01,-9.00E-02,82.4,293.83331,50.23035
11918099,K00780.02,,CANDIDATE,CANDIDATE,0.993,0,0,0,0,7.2406612,1.62E-05,-1.62E-05,137.75545,2.00E-03,-2.00E-03,1.198,49.85,-0.258,0.558,0.171,-0.171,5.56E+02,4.41E+01,-4.41E+01,0.232818,5.00E+01,-2.04E-01,19.45,1.40E+00,-7.10E-01,13.7,293.83331,50.23035
9579641,K00115.03,,CANDIDATE,CANDIDATE,0.871,0,0,0,0,3.43591631,4.73E-05,-4.73E-05,132.6624,1.10E-02,-1.10E-02,0.624,0.037,-0.476,3.133,0.407,-0.407,2.32E+01,3.40E+00,-3.40E+00,0.004612,1.97E-04,-5.65E-04,0.55,8.00E-02,-7.00E-02,8.7,287.88733,46.276241
11923270,K00781.01,Kepler-676 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.59822233,1.41E-05,-1.41E-05,180.395376,9.23E-04,-9.23E-04,0.679,0.187,-0.47,2.5237,0.052,-0.052,2.80E+03,4.63E+01,-4.63E+01,0.051287,5.22E-03,-3.25E-03,2.65,2.10E-01,-2.90E-01,71,296.22195,50.28722
11960862,K00782.01,Kepler-677 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.575315881,3.73E-06,-3.73E-06,173.634044,4.55E-04,-4.55E-04,0.39,0.065,-0.306,4.3084,0.0306,-0.0306,2.79E+03,1.49E+01,-1.49E+01,0.049152,1.99E-03,-5.99E-04,5.31,1.50E+00,-8.10E-01,221.1,290.09805,50.321609
12020329,K00783.01,Kepler-678 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.275040844,4.68E-06,-4.68E-06,169.994217,5.07E-04,-5.07E-04,0.547,0.052,-0.229,7.5377,0.0681,-0.0681,3.00E+03,1.15E+01,-1.15E+01,0.051358,5.80E-05,-2.09E-03,4.86,1.05E+00,-3.70E-01,312.1,295.45529,50.49456
12066335,K00784.01,Kepler-231 c,CONFIRMED,CANDIDATE,1,0,0,0,0,19.27153892,4.15E-05,-4.15E-05,186.77093,1.82E-03,-1.82E-03,0.031,0.36,-0.031,2.7594,0.0551,-0.0551,1.22E+03,3.53E+01,-3.53E+01,0.031585,9.61E-04,-5.00E-04,1.93,1.00E-01,-1.20E-01,37.1,293.97336,50.53191
12066335,K00784.02,Kepler-231 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.06524317,1.49E-05,-1.49E-05,136.28906,1.19E-03,-1.19E-03,0.628,0.003,-0.478,1.369,0.0393,-0.0393,1.05E+03,3.92E+01,-3.92E+01,0.031153,4.62E-03,-1.61E-03,1.91,1.00E-01,-1.20E-01,30.3,293.97336,50.53191
12070811,K00785.01,Kepler-679 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.3935651,3.93E-05,-3.93E-05,178.74725,2.45E-03,-2.45E-03,0.883,0.033,-0.64,3.8896,0.0834,-0.0834,9.17E+02,2.91E+01,-2.91E+01,0.032536,2.50E-05,-4.66E-03,2.66,5.40E-01,-2.30E-01,35.8,296.02133,50.56778
8395660,K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,0.998,0,0,0,0,43.84439721,9.61E-05,-9.61E-05,151.93538,1.92E-03,-1.92E-03,0.852,0.039,-0.585,6.802,0.119,-0.119,6.15E+02,7.70E+00,-7.70E+00,0.025934,2.70E-05,-3.04E-03,2.87,4.30E-01,-3.00E-01,83.7,300.86398,44.337551
3120431,K00798.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,3.341913228,9.95E-06,-9.95E-06,171.63943,2.47E-03,-2.47E-03,1.213,11.28,-0.141,3.813,0.12,-0.12,7.25E+02,2.13E+01,-2.13E+01,0.243351,1.13E+01,-1.35E-01,21.55,3.54E+00,-1.89E+00,39,292.31595,38.27029
