kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,ra,dec
7287677,K04815.01,,CANDIDATE,CANDIDATE,0.848,0,0,0,0,18.3721835,2.66E-04,-2.66E-04,149.4627,1.43E-02,-1.43E-02,0.78,0.181,-0.557,3.738,0.475,-0.475,1.53E+02,2.05E+01,-2.05E+01,0.012401,5.16E-03,-1.29E-03,1.12,3.20E-01,-8.00E-02,9.5,293.54733,42.828442
10753922,K04816.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,18.2260472,2.96E-04,-2.96E-04,133.5798,1.44E-02,-1.44E-02,0.378,0.078,-0.378,3.664,0.334,-0.334,3.61E+02,4.24E+01,-4.24E+01,0.017325,1.08E-03,-1.38E-03,1.85,4.80E-01,-2.00E-01,10,299.13177,48.06171
5980061,K04817.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.630539713,1.28E-06,-1.28E-06,131.99124,1.70E-03,-1.70E-03,1.2,1.536,-0.155,1.7407,0.0935,-0.0935,2.40E+02,1.04E+01,-1.04E+01,0.215782,1.46E+00,-1.50E-01,21.07,4.59E+00,-2.13E+00,27.7,297.04388,41.284012
7692248,K04886.01,,CANDIDATE,CANDIDATE,,0,0,0,0,17.99562529,6.49E-05,-6.49E-05,145.60092,3.27E-03,-3.27E-03,1.2379,0.4855,-0.2093,0.871,0.129,-0.129,1.07E+03,1.13E+02,-1.13E+02,0.276761,4.94E-01,-1.80E-01,28.98,1.22E+01,-2.63E+00,12.1,294.95074,43.324341
4059887,K04887.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.018347376,5.35E-06,-5.35E-06,131.69633,5.44E-03,-5.44E-03,0.654,0.265,-0.419,4.386,0.146,-0.146,4.78E+01,1.80E+00,-1.80E+00,0.006671,1.12E-03,-3.61E-04,1.92,3.20E-01,-5.90E-01,33.3,292.26559,39.129841
8288741,K04888.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.659299289,1.20E-07,-1.20E-07,131.738727,1.54E-04,-1.54E-04,1.2873,0.4658,-0.0819,0.6908,0.0155,-0.0155,1.12E+03,8.50E+00,-8.50E+00,0.328292,4.63E-01,-7.43E-02,30.54,1.32E+01,-2.76E+00,108.6,287.36786,44.27322
6852354,K04889.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,101.9743513,,,163.8034772,,,,,,2.34,,,,,,,,,,,,,288.42035,42.309509
6691169,K04890.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,63.095068,2.26E-03,-2.26E-03,158.1168,2.66E-02,-2.66E-02,1.05,6.957,-0.203,9.485,0.92,-0.92,4.97E+02,5.24E+01,-5.24E+01,0.080621,6.94E+00,-1.92E-01,11.67,3.53E+00,-1.52E+00,11.4,291.72189,42.117298
5816811,K01042.02,,FALSE POSITIVE,FALSE POSITIVE,,1,1,0,0,4.45540935,,,134.4555812,,,,,,4.14,,,,,,,,,,,,,298.33893,41.073479
5303346,K03275.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,37.32483952,4.98E-05,-4.98E-05,143.0389,1.04E-03,-1.04E-03,1.263,42.08,-0.083,6.9676,0.0559,-0.0559,4.99E+03,3.78E+01,-3.78E+01,0.351452,4.20E+01,-7.68E-02,30.32,4.68E+00,-2.73E+00,155.6,298.54089,40.471642
3858879,K03276.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,25.951984,1.13E-04,-1.13E-04,148.92323,3.66E-03,-3.66E-03,1.266,5.908,-0.025,20.585,0.194,-0.194,2.34E+03,2.08E+01,-2.08E+01,0.322212,5.94E+00,-2.40E-02,36.8,9.50E+00,-3.37E+00,131.4,293.69415,38.995628
8280511,K01151.05,,CANDIDATE,CANDIDATE,0.795,0,0,0,0,21.7203362,3.09E-04,-3.09E-04,134.7659,1.29E-02,-1.29E-02,0.311,0.15,-0.311,4.252,0.37,-0.37,8.78E+01,8.10E+00,-8.10E+00,0.00856,4.82E-04,-5.27E-04,0.8,8.00E-02,-7.00E-02,12,283.00296,44.284229
3120904,K03277.01,Kepler-1452 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,42.9136635,3.31E-04,-3.31E-04,139.88848,6.59E-03,-6.59E-03,0.403,0.041,-0.403,5.227,0.166,-0.166,1.61E+02,1.01E+01,-1.01E+01,0.011762,3.22E-04,-6.26E-04,3.19,3.80E-01,-8.30E-01,18.2,292.42282,38.266331
3342467,K03278.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,88.1804682,7.01E-04,-7.01E-04,209.15533,6.27E-03,-6.27E-03,0.026,0.423,-0.026,5.033,0.186,-0.186,1.14E+03,7.43E+01,-7.43E+01,0.030375,1.65E-03,-1.09E-03,2.78,5.80E-01,-2.00E-01,17.5,291.52487,38.455849
11757451,K04745.01,Kepler-443 b,CONFIRMED,CANDIDATE,0.877,0,0,0,0,177.668663,3.32E-03,-3.32E-03,264.2428,1.34E-02,-1.34E-02,0.772,0.175,-0.53,9.298,0.463,-0.463,9.01E+02,8.10E+01,-8.10E+01,0.030353,6.50E-03,-4.11E-03,2.32,1.30E-01,-9.00E-02,12.7,288.61053,49.968632
2711597,K04746.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.98041685,4.94E-06,-4.94E-06,131.78321,4.01E-03,-4.01E-03,0.446,0.032,-0.446,0.919,0.26,-0.26,1.06E+02,1.66E+01,-1.66E+01,0.00954,2.89E-02,-2.15E-03,0.75,7.00E-02,-7.00E-02,8.8,291.12454,37.986511
8047428,K04747.01,Kepler-1621 b,CONFIRMED,CANDIDATE,0.98,0,0,0,0,92.263742,2.65E-03,-2.65E-03,146.4247,2.67E-02,-2.67E-02,0.273,0.177,-0.272,8.605,0.725,-0.725,2.97E+02,2.81E+01,-2.81E+01,0.015844,6.86E-04,-1.13E-03,2.22,4.00E-01,-3.00E-01,12.2,297.5885,43.841221
11513486,K04748.01,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,6.64754478,4.14E-05,-4.14E-05,137.13371,5.17E-03,-5.17E-03,0.235,0.213,-0.235,1.961,0.143,-0.143,2.89E+02,2.81E+01,-2.81E+01,0.015634,1.03E-03,-8.20E-04,1.72,5.40E-01,-1.80E-01,12.4,294.78433,49.4921
4851283,K07710.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.23517588,2.65E-05,-2.65E-05,131.9561,2.57E-02,-2.57E-02,0.625,0.343,-0.389,5.476,0.255,-0.255,2.33E+02,1.52E+01,-1.52E+01,0.014598,6.00E-03,-7.57E-04,1.59,0.00E+00,0.00E+00,19.3,295.85056,39.947193
6520519,K04749.01,,CANDIDATE,CANDIDATE,0.825,0,0,0,0,1.97650073,1.10E-05,-1.10E-05,132.95624,4.56E-03,-4.56E-03,0.055,0.386,-0.055,1.788,0.136,-0.136,1.13E+02,1.28E+01,-1.28E+01,0.009654,6.59E-04,-6.42E-04,0.97,3.10E-01,-1.00E-01,10.4,291.21164,41.9856
9459162,K04818.01,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,3.79892774,9.92E-05,-9.92E-05,133.289,2.13E-02,-2.13E-02,0.13,0.325,-0.13,4.112,0.635,-0.635,4.70E+01,7.10E+00,-7.10E+00,0.00636,4.36E-04,-6.46E-04,1.46,3.20E-01,-3.90E-01,8.3,289.3483,46.05468
5024138,K04819.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.416995408,9.06E-07,-9.06E-07,132.21942,1.96E-03,-1.96E-03,0.089,0.376,-0.089,0.8928,0.0727,-0.0727,1.13E+02,7.20E+00,-7.20E+00,0.009886,3.14E-04,-5.17E-04,0.84,1.20E-01,-9.00E-02,19.9,295.27487,40.19508
9969287,K04820.01,,CANDIDATE,CANDIDATE,0.987,0,0,0,0,14.7401061,2.30E-04,-2.30E-04,133.5305,1.18E-02,-1.18E-02,0.116,0.321,-0.116,5.637,0.383,-0.383,2.38E+02,2.69E+01,-2.69E+01,0.014103,8.92E-04,-9.66E-04,1.48,4.10E-01,-1.50E-01,10.3,298.38007,46.8894
9086001,K04821.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,256.52387,1.58E-02,-1.58E-02,366.9377,3.53E-02,-3.53E-02,0.1065,0.3465,-0.1065,9.07,1.5,-1.5,1.26E+02,2.20E+01,-2.20E+01,0.010342,1.01E-03,-9.70E-04,1.33,7.70E-01,-1.80E-01,7.5,290.77032,45.498051
4927734,K03212.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,3.0001191,1.70E-04,-1.70E-04,132.9097,3.18E-02,-3.18E-02,0.635,0.347,-0.423,6.61,1.3,-1.3,7.70E+00,1.10E+00,-1.10E+00,0.002691,1.36E-04,-2.76E-04,0.73,1.60E-01,-2.40E-01,7.3,292.91702,40.09243
11189311,K03220.01,Kepler-1442 b,CONFIRMED,CANDIDATE,0.899,0,0,0,0,81.4160138,4.88E-04,-4.88E-04,160.86387,5.15E-03,-5.15E-03,0.911,0.045,-0.531,14.175,0.764,-0.764,7.62E+02,1.61E+01,-1.61E+01,0.030244,2.13E-04,-4.66E-03,4.63,8.70E-01,-4.40E-01,54.3,291.25562,48.846924
10747501,K04891.01,,CANDIDATE,CANDIDATE,0.983,0,0,0,0,4.7309013,4.08E-05,-4.08E-05,135.19333,6.72E-03,-6.72E-03,0.362,0.084,-0.362,2.889,0.202,-0.202,2.29E+02,2.26E+01,-2.26E+01,0.013995,5.92E-04,-1.09E-03,1.39,4.30E-01,-1.40E-01,11.6,297.48297,48.022499
10586744,K04892.01,,CANDIDATE,CANDIDATE,0.526,0,0,0,0,21.3761817,4.72E-04,-4.72E-04,143.6293,1.77E-02,-1.77E-02,0.017,0.456,-0.017,8.543,0.518,-0.518,1.04E+02,1.04E+01,-1.04E+01,0.00937,4.92E-04,-6.83E-04,1.08,3.10E-01,-2.40E-01,12.1,285.70697,47.869968
11970050,K04893.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,6.58753699,7.86E-05,-7.86E-05,138.0427,8.54E-03,-8.54E-03,0.132,0.327,-0.132,2.043,0.236,-0.236,2.32E+02,3.40E+01,-3.40E+01,0.013941,1.30E-03,-1.05E-03,1.51,4.10E-01,-1.40E-01,8.2,295.08194,50.344601
10031918,K04894.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,8.5900471,1.06E-04,-1.06E-04,131.9816,1.12E-02,-1.12E-02,0.098,0.372,-0.098,3.463,0.628,-0.628,1.37E+02,1.38E+01,-1.38E+01,0.010404,7.11E-04,-6.98E-04,0.8,8.00E-02,-8.00E-02,9.6,298.82587,46.956669
5276332,K07723.01,,FALSE POSITIVE,FALSE POSITIVE,0.265,1,0,0,0,357.82544,2.04E-02,-2.04E-02,255.208,3.77E-02,-3.77E-02,0.636,0.35,-0.41,9.12,1.5,-1.5,1.53E+02,1.56E+01,-1.56E+01,0.011865,4.03E-03,-1.02E-03,1.7,3.70E-01,-3.10E-01,11.1,292.20465,40.48563
3544640,K03279.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,30.8278245,3.16E-04,-3.16E-04,143.1448,7.84E-03,-7.84E-03,0.023,0.426,-0.022,4.214,0.215,-0.215,6.41E+02,5.21E+01,-5.21E+01,0.023114,1.41E-03,-9.46E-04,2.42,6.80E-01,-2.70E-01,13.9,291.43143,38.654388
10653179,K03280.01,Kepler-1453 b,CONFIRMED,CANDIDATE,1,0,0,0,0,47.1607932,4.36E-04,-4.36E-04,150.25797,6.99E-03,-6.99E-03,0.028,0.426,-0.028,4.003,0.231,-0.231,7.23E+02,6.17E+01,-6.17E+01,0.02451,1.41E-03,-1.23E-03,2.58,6.70E-01,-2.80E-01,13.6,286.12555,47.947609
12066569,K03282.01,Kepler-1455 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,49.2768448,3.36E-04,-3.36E-04,157.02073,5.15E-03,-5.15E-03,0.022,0.419,-0.022,3.787,0.171,-0.171,1.13E+03,7.30E+01,-7.30E+01,0.030272,1.52E-03,-1.14E-03,1.75,9.00E-02,-1.30E-01,17.8,294.08307,50.502769
6497146,K03284.01,Kepler-438 b,CONFIRMED,CANDIDATE,1,0,0,0,0,35.2330694,2.71E-04,-2.71E-04,135.36477,6.37E-03,-6.37E-03,0.139,0.323,-0.139,3.674,0.215,-0.215,3.53E+02,2.75E+01,-2.75E+01,0.016941,1.07E-03,-7.25E-04,0.97,6.00E-02,-7.00E-02,14.5,281.64581,41.951092
8625813,K03285.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,45.3965379,4.80E-04,-4.80E-04,136.9486,1.03E-02,-1.03E-02,0.085,0.389,-0.085,3.826,0.285,-0.285,1.00E+03,7.63E+01,-7.63E+01,0.028034,1.69E-03,-1.65E-03,1.97,1.20E-01,-1.90E-01,15.3,292.17496,44.783989
4651399,K07698.01,,FALSE POSITIVE,FALSE POSITIVE,0.103,1,0,0,0,508.807642,5.27E-03,-5.27E-03,368.34861,6.43E-03,-6.43E-03,0.016,0.444,-0.016,4.495,0.242,-0.242,2.13E+03,1.62E+02,-1.62E+02,0.041147,2.43E-03,-1.84E-03,39.59,1.00E+01,-1.11E+00,14.8,290.70056,39.799679
5308296,K04750.01,,CANDIDATE,CANDIDATE,0.977,0,0,0,0,36.721576,1.31E-03,-1.31E-03,151.2481,2.30E-02,-2.30E-02,0.097,0.355,-0.097,7.758,0.576,-0.576,5.38E+02,6.32E+01,-6.32E+01,0.021055,1.81E-03,-1.06E-03,1.93,5.10E-01,-1.60E-01,10.2,299.49188,40.472481
9953575,K04751.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,362.69427,1.61E-02,-1.61E-02,154.1124,3.68E-02,-3.68E-02,0.0774,0.4016,-0.0773,9.7,1.1,-1.1,4.40E+02,5.58E+01,-5.58E+01,0.018881,1.55E-03,-1.29E-03,3.54,2.60E+00,-2.03E+00,11,292.78592,46.808411
7887890,K04752.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,370.35639,2.82E-02,-2.82E-02,425.9854,4.05E-02,-4.05E-02,0.414,0.0632,-0.4139,12.75,2,-2,7.32E+02,8.17E+01,-8.17E+01,0.025195,1.35E-03,-2.02E-03,2.82,1.23E+00,-2.70E-01,13,290.74271,43.604431
3122872,K03203.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,96.81647,8.94E-04,-8.94E-04,136.55813,7.27E-03,-7.27E-03,0.034,0.42,-0.034,10.227,0.19,-0.19,1.65E+02,7.30E+00,-7.30E+00,0.011823,4.53E-04,-3.11E-04,3.19,3.80E-01,-9.10E-01,25.9,292.89218,38.270512
4544628,K04753.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,0.729724346,6.06E-06,-6.06E-06,132.04276,8.06E-03,-8.06E-03,0.523,0.449,-0.31,2.699,0.317,-0.317,2.30E+01,2.10E+00,-2.10E+00,0.004528,1.26E-04,-3.47E-04,0.51,1.70E-01,-6.00E-02,14.3,285.90179,39.654411
9702945,K04822.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.51413723,4.49E-05,-4.49E-05,132.40707,9.04E-03,-9.04E-03,0.9353,0.017,-0.6499,3.919,0.28,-0.28,3.27E+01,3.50E+00,-3.50E+00,0.006432,1.00E-06,-1.58E-03,0.69,3.00E-01,-6.00E-02,11.2,288.50702,46.406712
11401253,K04823.01,,CANDIDATE,CANDIDATE,0.878,0,0,0,0,4.96504981,5.26E-05,-5.26E-05,135.55399,8.07E-03,-8.07E-03,0.655,0.313,-0.439,2.212,0.245,-0.245,5.07E+01,7.00E+00,-7.00E+00,0.006861,3.80E-05,-1.03E-03,1.51,7.50E-01,-9.20E-01,8.7,290.99005,49.233131
7052511,K04824.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.821472455,9.90E-06,-9.90E-06,132.3003,1.20E-02,-1.20E-02,0.2579,0.224,-0.2578,2.433,0.368,-0.368,1.27E+02,1.59E+01,-1.59E+01,0.010051,8.00E-04,-8.99E-04,0.92,9.70E-01,-8.00E-02,11.3,296.82028,42.514198
4764774,K04825.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,1.29019586,1.55E-05,-1.55E-05,132.11311,9.11E-03,-9.11E-03,0.044,0.418,-0.044,3.741,0.265,-0.265,8.65E+01,9.10E+00,-9.10E+00,0.008445,6.00E-04,-4.82E-04,0.78,2.00E-01,-7.00E-02,11.1,296.28137,39.874969
10549902,K04826.01,,CANDIDATE,CANDIDATE,0.971,0,0,0,0,1.141148847,6.42E-06,-6.42E-06,132.24561,4.34E-03,-4.34E-03,0.062,0.399,-0.062,1.629,0.159,-0.159,7.31E+01,7.10E+00,-7.10E+00,0.007681,5.61E-04,-3.91E-04,1.67,2.60E-01,-4.80E-01,12.7,297.21347,47.775429
12416597,K04895.01,,CANDIDATE,CANDIDATE,0.921,0,0,0,0,12.460565,2.11E-04,-2.11E-04,139.2206,1.45E-02,-1.45E-02,0.015,0.45,-0.015,3.903,0.393,-0.393,1.44E+02,1.69E+01,-1.69E+01,0.010763,8.04E-04,-7.38E-04,1.1,1.10E-01,-9.00E-02,10.2,295.51495,51.203739
11135694,K04896.01,,CANDIDATE,CANDIDATE,0.933,0,0,0,0,19.5945772,5.14E-04,-5.14E-04,150.1394,1.87E-02,-1.87E-02,0.389,0.067,-0.389,6.77,0.565,-0.565,1.29E+02,1.71E+01,-1.71E+01,0.010577,5.95E-04,-9.97E-04,1.18,3.70E-01,-1.60E-01,8.8,290.90042,48.74614
9910828,K04897.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,8.48032079,9.81E-05,-9.81E-05,135.85214,9.64E-03,-9.64E-03,0.004,0.452,-0.004,5.791,0.281,-0.281,1.71E+02,1.36E+01,-1.36E+01,0.011917,6.73E-04,-5.47E-04,0.95,1.10E-01,-1.10E-01,14.7,298.79605,46.722858
10065053,K04898.01,,CANDIDATE,CANDIDATE,,0,0,0,0,409.87844,2.33E-02,-2.33E-02,238.9944,4.14E-02,-4.14E-02,0.177,0.2649,-0.1769,10.58,1.6,-1.6,6.47E+02,9.05E+01,-9.05E+01,0.023376,1.42E-03,-2.46E-03,2.72,1.33E+00,-2.50E-01,8.7,287.34897,47.060982
11867608,K04899.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,227.6258,2.26E-02,-2.26E-02,143.8206,5.18E-02,-5.18E-02,0.2351,0.2409,-0.2349,9.47,2.2,-2.2,1.31E+02,2.36E+01,-2.36E+01,0.010563,5.43E-04,-1.70E-03,1.79,9.00E-01,-5.30E-01,8.8,293.71948,50.18203
8016691,K03286.01,Kepler-1456 b,CONFIRMED,CANDIDATE,0.945,0,0,0,0,18.1373788,2.31E-04,-2.31E-04,136.8106,1.15E-02,-1.15E-02,0.945,0.016,-0.674,3.844,0.24,-0.24,3.11E+02,3.26E+01,-3.26E+01,0.021423,4.12E-03,-6.31E-03,1.41,1.10E-01,-1.50E-01,11.3,286.94531,43.822769
6584273,K03287.01,Kepler-1457 b,CONFIRMED,CANDIDATE,0.949,0,0,0,0,51.1104797,4.34E-04,-4.34E-04,143.77855,7.24E-03,-7.24E-03,0.029,0.418,-0.029,7.712,0.21,-0.21,3.30E+02,1.75E+01,-1.75E+01,0.016631,6.83E-04,-5.58E-04,1.6,4.50E-01,-1.40E-01,21.9,283.7706,42.027241
5768816,K03288.01,Kepler-1458 b,CONFIRMED,CANDIDATE,0.834,0,0,0,0,47.9869119,2.57E-04,-2.57E-04,160.65401,4.46E-03,-4.46E-03,0.873,0.05,-0.596,5.342,0.143,-0.143,8.59E+02,3.76E+01,-3.76E+01,0.031301,7.10E-05,-4.77E-03,3.35,8.80E-01,-4.70E-01,25.7,283.21161,41.038059
3644071,K01192.02,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,359.047933,3.85E-03,-3.85E-03,295.76934,3.07E-03,-3.07E-03,0.002,0.177,-0.002,16.637,0.113,-0.113,5.62E+03,6.49E+01,-6.49E+01,0.067781,5.89E-04,-3.72E-04,7.76,2.14E+00,-1.43E+00,91.1,291.03217,38.703911
5360974,K03289.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,29.8042694,1.98E-04,-1.98E-04,150.6786,5.86E-03,-5.86E-03,1.237,85.54,-7.731,3.107,0.219,-0.219,1.05E+03,6.97E+01,-6.97E+01,0.273807,8.55E+01,-7.72E+00,24.73,3.26E+00,-2.93E+00,17.9,291.35443,40.588879
10291589,K04754.01,,CANDIDATE,CANDIDATE,0.964,0,0,0,0,7.08757462,8.13E-05,-8.13E-05,138.27614,9.32E-03,-9.32E-03,0.371,0.076,-0.371,3.342,0.311,-0.311,1.87E+02,1.97E+01,-1.97E+01,0.012708,6.40E-04,-9.20E-04,1.28,3.90E-01,-1.20E-01,11,297.90527,47.33683
10118266,K04755.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,3.74318005,1.61E-05,-1.61E-05,135.13816,3.50E-03,-3.50E-03,0.952,0.027,-0.642,1.111,0.128,-0.128,2.38E+02,3.09E+01,-3.09E+01,0.018809,2.26E-03,-4.91E-03,1.75,1.20E-01,-1.00E-01,10.5,280.66519,47.114059
5695615,K04756.01,,CANDIDATE,CANDIDATE,0.978,0,0,0,0,5.4169303,1.10E-04,-1.10E-04,133.7916,1.55E-02,-1.55E-02,1.055,6.846,-0.046,7.512,0.845,-0.845,1.10E+02,1.18E+01,-1.18E+01,0.067492,6.84E+00,-4.14E-02,8.17,2.72E+00,-9.10E-01,11.3,288.61057,40.92474
4670267,K07699.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.003049079,1.17E-07,-1.17E-07,132.372429,9.77E-05,-9.77E-05,0.568,0.004,-0.004,7.9657,0.0119,-0.0119,2.19E+05,2.51E+02,-2.51E+02,0.461141,1.34E-03,-1.41E-03,42.5,1.15E+01,-4.58E+00,1766.7,295.7168,39.777142
7435780,K04757.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,0.933157032,5.57E-06,-5.57E-06,132.35981,4.25E-03,-4.25E-03,1.046,0.08,-0.794,2.614,0.282,-0.282,8.78E+01,6.70E+00,-6.70E+00,0.057092,4.64E-02,-4.90E-02,7.29,2.22E+00,-9.60E-01,15.2,288.97589,43.099178
8938937,K04758.01,,FALSE POSITIVE,FALSE POSITIVE,0.406,1,0,0,0,37.1083458,9.00E-04,-9.00E-04,166.2453,1.81E-02,-1.81E-02,0.612,0.353,-0.393,4.112,0.524,-0.524,3.67E+02,5.42E+01,-5.42E+01,0.018237,5.38E-04,-2.51E-03,1.71,4.40E-01,-1.40E-01,7.9,285.80185,45.216831
5651846,K04827.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,31.1920226,2.64E-04,-2.64E-04,153.83296,6.60E-03,-6.60E-03,0.11,0.345,-0.11,2.849,0.21,-0.21,4.48E+02,4.65E+01,-4.65E+01,0.019451,1.32E-03,-1.04E-03,1.65,3.50E-01,-1.60E-01,11.6,299.46869,40.82999
10556180,K04828.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,1.02104719,1.47E-05,-1.47E-05,131.5654,1.13E-02,-1.13E-02,1.0867,0.0481,-0.1035,6.39,1.7,-1.7,2.46E+02,3.64E+01,-3.64E+01,0.104426,1.89E-02,-7.20E-02,13.68,7.94E+00,-1.72E+00,18.5,298.98892,47.761429
12401132,K04829.01,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,7.630545,1.14E-03,-1.14E-03,907.04471,8.68E-03,-8.68E-03,0.021,0.424,-0.021,3.63,0.27,-0.27,3.65E+02,3.61E+01,-3.61E+01,0.017589,9.51E-04,-1.13E-03,2.26,7.90E-01,-3.10E-01,11.3,287.70197,51.229729
12401132,K04829.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,12.083457,2.36E-03,-2.36E-03,134.475,1.59E-01,-1.59E-01,0.1069,0.3539,-0.1069,3.536,0.332,-0.332,3.13E+02,4.58E+01,-4.58E+01,0.016291,2.55E-03,-6.10E-05,2.09,1.32E+00,-2.70E-01,8.6,287.70197,51.229729
8308070,K04830.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,401.5907,2.86E-02,-2.86E-02,172.2086,4.93E-02,-4.93E-02,0.1752,0.2634,-0.1752,14.77,2.4,-2.4,1.15E+02,1.84E+01,-1.84E+01,0.009877,4.90E-04,-1.36E-03,1.01,4.00E-01,-9.00E-02,11.9,294.81012,44.25597
6424561,K04900.01,,CANDIDATE,CANDIDATE,0.942,0,0,0,0,6.6716723,5.47E-05,-5.47E-05,131.92708,6.82E-03,-6.82E-03,0.167,0.287,-0.167,2.693,0.255,-0.255,1.54E+02,1.78E+01,-1.78E+01,0.011407,6.87E-04,-8.91E-04,1.27,4.30E-01,-1.40E-01,10.3,284.57806,41.890259
6956136,K03221.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,53.91278363,,,132.2733337,,,0.984,,,44.0504,,,2.17E+02,,,0.019261,0.00E+00,0.00E+00,4.25,1.01E+00,-1.87E+00,56.4,294.06641,42.486839
10661917,K04901.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.23142395,1.95E-05,-1.95E-05,131.7651,1.56E-02,-1.56E-02,0.187,0.3,-0.187,2.186,0.562,-0.562,1.96E+01,1.80E+00,-1.80E+00,0.004073,1.36E-03,-3.21E-04,0.77,1.60E-01,-2.40E-01,10.8,290.34805,47.965191
10000162,K04902.01,,CANDIDATE,CANDIDATE,,0,0,0,0,409.38645,2.91E-02,-2.91E-02,340.621,3.70E-02,-3.70E-02,0.0706,0.3801,-0.0705,13.78,1.7,-1.7,5.32E+02,8.37E+01,-8.37E+01,0.0204,2.63E-03,-1.12E-03,1.78,5.70E-01,-1.60E-01,10.3,286.33545,46.917831
7799701,K04903.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,386.828262,3.55E-03,-3.55E-03,177.56829,7.87E-03,-7.87E-03,0.953,0.046,-0.632,5.045,0.52,-0.52,1.02E+03,6.89E+01,-6.89E+01,0.037095,2.23E-02,-8.33E-03,6.54,1.92E+00,-1.72E+00,19.7,281.28546,43.51548
6233483,K03291.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,15.8733803,2.44E-05,-2.44E-05,135.62779,1.37E-03,-1.37E-03,0.919,0.003,-0.004,7.4672,0.0756,-0.0756,4.09E+03,4.22E+01,-4.22E+01,0.070791,4.99E-04,-7.26E-04,8.15,2.32E+00,-1.90E+00,136.5,299.05002,41.537449
5392871,K03292.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,42.3991752,2.35E-04,-2.35E-04,151.96105,4.70E-03,-4.70E-03,0.965,0.005,-0.008,7.251,0.332,-0.332,4.84E+02,1.74E+01,-1.74E+01,0.026381,5.26E-04,-1.12E-03,3.23,1.05E+00,-5.30E-01,36.9,299.06454,40.515579
